paper_offset,pmcid,doi,section,Journal Title,Year,predicted_open_data
79,3502644,10.1016/j.schres.2012.09.012,ABSTRACT,Schizophr Res,2012,1
22612,3502007,10.1007/s13142-011-0102-7,RESULTS,Transl Behav Med,2011,1
40724,3513568,10.1016/j.ygcen.2012.08.026,RESULTS,Gen Comp Endocrinol,2012,1
27800,3499984,10.1038/nrn2681,DISCUSS,Nat Rev Neurosci,2009,1
11286,3499987,10.1523/JNEUROSCI.5571-11.2012,METHODS,J Neurosci,2012,1
12880,3499987,10.1523/JNEUROSCI.5571-11.2012,METHODS,J Neurosci,2012,1
24659,3499987,10.1523/JNEUROSCI.5571-11.2012,RESULTS,J Neurosci,2012,1
3498,3517686,10.1007/s10597-012-9514-1,INTRO,Community Ment Health J,2012,1
44539,3524415,10.1002/gepi.21690,SUPPL,Genet Epidemiol,2012,1
30340,3523739,10.1146/annurev.psych.093008.100412,INTRO,Annu Rev Psychol,2011,1
7668,3523213,10.1111/ejn.12007,METHODS,Eur J Neurosci,2012,1
15883,3513941,10.1016/j.jneumeth.2012.09.018,METHODS,J Neurosci Methods,2012,1
7435,3513589,10.1016/j.psychres.2012.07.041,METHODS,Psychiatry Res,2012,1
17349,3517692,10.1017/S1461145712000715,METHODS,Int J Neuropsychopharmacol,2012,1
5377,3521843,10.1161/HYPERTENSIONAHA.112.198069,METHODS,Hypertension,2012,1
6450,3521843,10.1161/HYPERTENSIONAHA.112.198069,METHODS,Hypertension,2012,1
28485,3522084,10.1007/s10071-011-0445-y,INTRO,Anim Cogn,2011,1
5665,3518380,10.2217/pgs.12.105,METHODS,Pharmacogenomics,2012,1
14131,3522787,10.1111/j.1369-1600.2012.00490.x,METHODS,Addict Biol,2012,1
5466,3515680,10.1038/ajh.2012.106,METHODS,Am J Hypertens,2012,1
103,3515637,10.1177/1049732312440329,ABSTRACT,Qual Health Res,2012,1
40239,3515637,10.1177/1049732312440329,RESULTS,Qual Health Res,2012,1
72097,3515637,10.1177/1049732312440329,CONCL,Qual Health Res,2012,1
32850,3529852,10.1016/j.cognition.2012.10.003,METHODS,Cognition,2012,1
8548,3531898,10.1002/dev.20590,INTRO,Dev Psychobiol,2011,1
31429,3531898,10.1002/dev.20590,DISCUSS,Dev Psychobiol,2011,1
35304,3531559,10.1002/hipo.22014,DISCUSS,Hippocampus,2012,1
36164,3531559,10.1002/hipo.22014,DISCUSS,Hippocampus,2012,1
3705,3530413,10.1038/nn.2741,INTRO,Nat Neurosci,2011,1
13346,3536442,10.1016/j.pscychresns.2012.10.004,METHODS,Psychiatry Res,2012,1
11359,3536486,10.1162/jocn_a_00255,METHODS,J Cogn Neurosci,2012,1
12146,3528834,10.1016/j.cub.2012.10.020,DISCUSS,Curr Biol,2012,1
8476,3534824,10.1016/j.biopsych.2012.07.035,METHODS,Biol Psychiatry,2012,1
102,3538942,10.1007/s12021-012-9163-0,ABSTRACT,Neuroinformatics,2013,1
38072,3532516,10.1007/s10615-011-0355-0,INTRO,Clin Soc Work J,2011,1
38072,3532516,10.1007/s10615-011-0355-0,INTRO,Clin Soc Work J,2011,1
7283,3527102,10.1016/j.bbamcr.2011.06.012,METHODS,Biochim Biophys Acta,2011,1
44080,4633242,10.1371/journal.pone.0140661,FIG,PLoS One,2015,1
24706,4635311,10.1016/j.cub.2015.09.043,SUPPL,Curr Biol,2015,1
12402,3544307,10.1523/JNEUROSCI.2640-12.2012,METHODS,J Neurosci,2012,1
44812,3545047,10.1016/j.actpsy.2012.11.006,METHODS,Acta Psychol (Amst),2012,1
7390,3545403,10.4049/jimmunol.1102150,RESULTS,J Immunol,2012,1
9555,3546199,10.1007/s00213-012-2844-4,METHODS,Psychopharmacology (Berl),2012,1
62402,3545476,10.1177/1073858411415113,FIG,Neuroscientist,2011,1
19815,3543761,10.1002/sim.5533,METHODS,Stat Med,2012,1
6628,3540153,10.1016/j.cortex.2012.08.011,METHODS,Cortex,2012,1
3366,3540825,10.1002/cne.23181,INTRO,J Comp Neurol,2013,1
7182,3540825,10.1002/cne.23181,METHODS,J Comp Neurol,2013,1
12566,3543475,10.1007/s10802-012-9679-7,METHODS,J Abnorm Child Psychol,2013,1
4377,3541440,10.1002/da.21986,INTRO,Depress Anxiety,2012,1
10596,3541440,10.1002/da.21986,METHODS,Depress Anxiety,2012,1
10355,3541048,10.1523/JNEUROSCI.6500-11.2012,METHODS,J Neurosci,2012,1
10914,3549553,10.1017/thg.2012.3,METHODS,Twin Res Hum Genet,2012,1
7495,3549568,10.1017/thg.2012.14,METHODS,Twin Res Hum Genet,2012,1
9058,3549568,10.1017/thg.2012.14,METHODS,Twin Res Hum Genet,2012,1
10291,3549568,10.1017/thg.2012.14,METHODS,Twin Res Hum Genet,2012,1
9724,3551263,10.1016/j.neuroimage.2011.06.080,METHODS,Neuroimage,2011,1
10977,3551539,10.1016/j.jchemneu.2012.06.001,METHODS,J Chem Neuroanat,2012,1
4318,3549045,10.1007/s10461-012-0295-x,METHODS,AIDS Behav,2013,1
8239,3547630,10.1017/S0954579411000812,METHODS,Dev Psychopathol,2012,1
53414,3547499,10.1016/j.neuron.2012.11.035,FIG,Neuron,2013,1
10561,3546546,10.1007/s10803-011-1406-7,METHODS,J Autism Dev Disord,2012,1
2809,3547368,10.1007/978-1-60761-839-3_18,INTRO,Methods Mol Biol,2011,1
55545,3547368,10.1007/978-1-60761-839-3_18,CONCL,Methods Mol Biol,2011,1
11129,3563355,10.4088/JCP.11m07250,METHODS,J Clin Psychiatry,2012,1
3300,3557518,10.1016/j.genhosppsych.2011.06.001,INTRO,Gen Hosp Psychiatry,2011,1
2023,3556386,10.1016/j.schres.2012.10.036,INTRO,Schizophr Res,2012,1
9260,3576139,10.1080/01488370903577993,METHODS,J Soc Serv Res,2010,1
11571,3576139,10.1080/01488370903577993,METHODS,J Soc Serv Res,2010,1
16862,3576139,10.1080/01488370903577993,DISCUSS,J Soc Serv Res,2010,1
18246,3576139,10.1080/01488370903577993,DISCUSS,J Soc Serv Res,2010,1
18246,3576139,10.1080/01488370903577993,DISCUSS,J Soc Serv Res,2010,1
18246,3576139,10.1080/01488370903577993,DISCUSS,J Soc Serv Res,2010,1
27492,3576139,10.1080/01488370903577993,DISCUSS,J Soc Serv Res,2010,1
31375,3576139,10.1080/01488370903577993,CONCL,J Soc Serv Res,2010,1
11016,3575744,10.1111/jnc.12035,RESULTS,J Neurochem,2012,1
7498,3575741,10.1017/S1355617712000434,METHODS,J Int Neuropsychol Soc,2012,1
6753,3574623,10.1016/j.pscychresns.2012.07.007,METHODS,Psychiatry Res,2012,1
10655,3574623,10.1016/j.pscychresns.2012.07.007,METHODS,Psychiatry Res,2012,1
10655,3574623,10.1016/j.pscychresns.2012.07.007,METHODS,Psychiatry Res,2012,1
11161,3574232,10.1007/s10488-012-0441-9,METHODS,Adm Policy Ment Health,2014,1
21133,3574232,10.1007/s10488-012-0441-9,METHODS,Adm Policy Ment Health,2014,1
11581,3579637,10.1037/a0031149,METHODS,J Fam Psychol,2013,1
4847,3579659,10.1001/archneurol.2012.2052,METHODS,Arch Neurol,2012,1
9013,3578142,10.1111/ahg.12000,METHODS,Ann Hum Genet,2013,1
9013,3578142,10.1111/ahg.12000,METHODS,Ann Hum Genet,2013,1
3880,3574192,10.1007/s12311-012-0408-0,METHODS,Cerebellum,2013,1
3880,3574192,10.1007/s12311-012-0408-0,METHODS,Cerebellum,2013,1
5355,3570679,10.1111/jth.12093,METHODS,J Thromb Haemost,2013,1
1494,3570982,10.1377/hlthaff.2011.0983,INTRO,Health Aff (Millwood),2013,1
1494,3570982,10.1377/hlthaff.2011.0983,INTRO,Health Aff (Millwood),2013,1
6563,3570982,10.1377/hlthaff.2011.0983,METHODS,Health Aff (Millwood),2013,1
6563,3570982,10.1377/hlthaff.2011.0983,METHODS,Health Aff (Millwood),2013,1
9230,3570982,10.1377/hlthaff.2011.0983,METHODS,Health Aff (Millwood),2013,1
13216,3570982,10.1377/hlthaff.2011.0983,METHODS,Health Aff (Millwood),2013,1
19513,3569519,10.1523/JNEUROSCI.1599-12.2012,METHODS,J Neurosci,2012,1
8301,3571115,10.1016/j.childyouth.2010.01.013,METHODS,Child Youth Serv Rev,2010,1
1906,3573255,10.1111/aji.12026,INTRO,Am J Reprod Immunol,2012,1
8154,3573525,10.1176/appi.ajp.2012.12010132,METHODS,Am J Psychiatry,2013,1
10072,3574164,10.1016/j.neuroimage.2012.05.082,METHODS,Neuroimage,2012,1
11687,3572710,10.1017/S0033291709991036,METHODS,Psychol Med,2009,1
47507,3571690,10.1016/j.antiviral.2012.08.006,FIG,Antiviral Res,2012,1
16992,3572198,10.1007/s13365-011-0059-9,METHODS,J Neurovirol,2012,1
32213,3586745,10.1038/mp.2011.155,DISCUSS,Mol Psychiatry,2011,1
13314,3582736,10.1016/j.biopsych.2012.10.013,METHODS,Biol Psychiatry,2012,1
21490,3582679,10.1007/s13670-012-0032-3,METHODS,Curr Transl Geriatr Exp Gerontol Rep,2012,1
19408,3582756,10.1016/j.psyneuen.2012.09.004,METHODS,Psychoneuroendocrinology,2012,1
36486,3582767,10.1016/j.beproc.2012.11.014,CONCL,Behav Processes,2012,1
28075,3582820,10.1016/j.beproc.2012.11.001,METHODS,Behav Processes,2012,1
10561,3593664,10.1176/appi.ajp.2012.12030386,METHODS,Am J Psychiatry,2013,1
4356,3589602,10.4088/JCP.10m06774,INTRO,J Clin Psychiatry,2011,1
13751,3589566,10.1007/s10488-011-0370-z,METHODS,Adm Policy Ment Health,2012,1
20363,3587974,10.2217/ahe.12.28,METHODS,Aging health,2012,1
40288,3587778,10.1016/j.stem.2012.03.008,SUPPL,Cell Stem Cell,2012,1
45160,3587767,10.1080/01621459.2012.716344,METHODS,J Am Stat Assoc,2012,1
18411,3591813,10.1016/j.jpsychires.2012.10.010,DISCUSS,J Psychiatr Res,2012,1
7700,3590016,10.1001/archgenpsychiatry.2012.660,METHODS,Arch Gen Psychiatry,2012,1
3365,3601790,10.1080/13811118.2013.748415,METHODS,Arch Suicide Res,2013,1
6670,3603573,10.1016/j.neurobiolaging.2012.10.022,METHODS,Neurobiol Aging,2012,1
11138,3603573,10.1016/j.neurobiolaging.2012.10.022,METHODS,Neurobiol Aging,2012,1
3265,3602930,10.1080/00224499.2012.750639,INTRO,J Sex Res,2013,1
24929,3597771,10.1097/NMD.0b013e318275d559,INTRO,J Nerv Ment Dis,2012,1
20701,3597447,10.1016/j.cmet.2012.12.017,RESULTS,Cell Metab,2013,1
10031,3606888,10.1016/j.neuroimage.2012.02.018,INTRO,Neuroimage,2012,1
13828,3606888,10.1016/j.neuroimage.2012.02.018,INTRO,Neuroimage,2012,1
13828,3606888,10.1016/j.neuroimage.2012.02.018,INTRO,Neuroimage,2012,1
43518,3606888,10.1016/j.neuroimage.2012.02.018,DISCUSS,Neuroimage,2012,1
44585,3606888,10.1016/j.neuroimage.2012.02.018,DISCUSS,Neuroimage,2012,1
71214,3606817,10.1016/j.tics.2012.09.006,CONCL,Trends Cogn Sci,2012,1
9168,3606663,10.1016/j.jad.2012.11.025,METHODS,J Affect Disord,2012,1
9148,3606658,10.1016/j.appet.2013.01.002,METHODS,Appetite,2013,1
11453,3606640,10.1111/j.1365-2788.2012.01599.x,METHODS,J Intellect Disabil Res,2012,1
4629,3606955,10.1097/QAD.0b013e328359aa68,METHODS,AIDS,2012,1
3481,3605033,10.1038/ng.1073,RESULTS,Nat Genet,2012,1
3170,3605212,10.1080/13607863.2012.747079,INTRO,Aging Ment Health,2012,1
38820,3613127,10.1038/ng.2274,METHODS,Nat Genet,2012,1
44305,3613127,10.1038/ng.2274,METHODS,Nat Genet,2012,1
45439,3613127,10.1038/ng.2274,METHODS,Nat Genet,2012,1
45760,3613127,10.1038/ng.2274,METHODS,Nat Genet,2012,1
46098,3613127,10.1038/ng.2274,METHODS,Nat Genet,2012,1
6482,3610804,10.1111/acer.12032,METHODS,Alcohol Clin Exp Res,2012,1
8976,3612992,10.1111/j.1399-5618.2012.01045.x,METHODS,Bipolar Disord,2012,1
7528,3612135,10.1016/j.pnpbp.2012.12.018,METHODS,Prog Neuropsychopharmacol Biol Psychiatry,2012,1
22648,3612504,10.1037/a0028233,METHODS,J Abnorm Psychol,2012,1
11449,3612986,10.1111/j.1399-5618.2011.00958.x,METHODS,Bipolar Disord,2011,1
11449,3612986,10.1111/j.1399-5618.2011.00958.x,METHODS,Bipolar Disord,2011,1
12811,3607941,,METHODS,Med Image Comput Comput Assist Interv,2012,1
13731,3613222,10.1521/aeap.2012.24.6.483,METHODS,AIDS Educ Prev,2012,1
6380,3609711,10.1016/j.neuroimage.2012.10.017,METHODS,Neuroimage,2012,1
6380,3609711,10.1016/j.neuroimage.2012.10.017,METHODS,Neuroimage,2012,1
20173,3609711,10.1016/j.neuroimage.2012.10.017,METHODS,Neuroimage,2012,1
29834,3609711,10.1016/j.neuroimage.2012.10.017,RESULTS,Neuroimage,2012,1
57716,3609711,10.1016/j.neuroimage.2012.10.017,FIG,Neuroimage,2012,1
58833,3609711,10.1016/j.neuroimage.2012.10.017,FIG,Neuroimage,2012,1
1362,3618886,10.1109/IEMBS.2011.6090638,INTRO,Conf Proc IEEE Eng Med Biol Soc,2011,1
54414,3619976,10.1016/j.neuron.2012.04.009,METHODS,Neuron,2012,1
9640,3617082,10.1177/1090198112447616,METHODS,Health Educ Behav,2012,1
28952,3616481,10.1016/j.yhbeh.2009.02.004,INTRO,Horm Behav,2009,1
47031,3627393,10.1002/cne.23290,RESULTS,J Comp Neurol,2013,1
58507,3627393,10.1002/cne.23290,DISCUSS,J Comp Neurol,2013,1
6049,3627823,10.1007/s00439-013-1263-x,METHODS,Hum Genet,2013,1
7369,3627823,10.1007/s00439-013-1263-x,METHODS,Hum Genet,2013,1
6094,3633588,10.1016/j.stem.2011.04.007,DISCUSS,Cell Stem Cell,2011,1
31940,3633414,10.1016/j.neuron.2011.07.021,METHODS,Neuron,2011,1
2578,3629909,10.1111/j.1521-0391.2011.00196.x,METHODS,Am J Addict,2011,1
5309,3632357,10.1176/appi.ps.61.9.885,INTRO,Psychiatr Serv,2010,1
6553,3632357,10.1176/appi.ps.61.9.885,INTRO,Psychiatr Serv,2010,1
7401,3632357,10.1176/appi.ps.61.9.885,METHODS,Psychiatr Serv,2010,1
6177,3632300,10.1016/j.neuroimage.2010.05.047,METHODS,Neuroimage,2010,1
45962,3626449,10.1037/a0017146,INTRO,J Pers Soc Psychol,2009,1
9454,3622807,10.1016/j.schres.2013.02.001,METHODS,Schizophr Res,2013,1
18588,3621986,10.1037/a0026243,INTRO,J Abnorm Psychol,2011,1
12956,3625517,10.1097/QAI.0b013e318285cd0c,METHODS,J Acquir Immune Defic Syndr,2013,1
9281,3624056,10.1007/s10461-012-0380-1,METHODS,AIDS Behav,2013,1
5712,3625986,,METHODS,Proc IEEE Int Symp Biomed Imaging,2012,1
11204,3625986,,RESULTS,Proc IEEE Int Symp Biomed Imaging,2012,1
7218,3626116,10.1016/j.jpsychires.2013.02.003,METHODS,J Psychiatr Res,2013,1
22598,3623669,10.1038/nature11677,METHODS,Nature,2012,1
26510,3623669,10.1038/nature11677,METHODS,Nature,2012,1
34332,3623669,10.1038/nature11677,SUPPL,Nature,2012,1
18799,3628997,10.1016/j.biopsych.2012.11.020,DISCUSS,Biol Psychiatry,2013,1
2106,3628746,10.1016/j.neuron.2012.03.002,INTRO,Neuron,2012,1
3974,3628746,10.1016/j.neuron.2012.03.002,INTRO,Neuron,2012,1
20486,3628746,10.1016/j.neuron.2012.03.002,RESULTS,Neuron,2012,1
48009,3628746,10.1016/j.neuron.2012.03.002,METHODS,Neuron,2012,1
48009,3628746,10.1016/j.neuron.2012.03.002,METHODS,Neuron,2012,1
16802,3625480,10.1007/s10803-012-1653-2,METHODS,J Autism Dev Disord,2013,1
62381,3624987,10.1007/s12021-012-9175-9,DISCUSS,Neuroinformatics,2013,1
4934,3639140,10.1002/glia.20981,METHODS,Glia,2010,1
27903,3639383,10.1080/13825580701640374,DISCUSS,Neuropsychol Dev Cogn B Aging Neuropsychol Cogn,2008,1
17457,3641286,10.1523/JNEUROSCI.4465-11.2011,METHODS,J Neurosci,2011,1
22727,3641286,10.1523/JNEUROSCI.4465-11.2011,METHODS,J Neurosci,2011,1
25162,3641286,10.1523/JNEUROSCI.4465-11.2011,RESULTS,J Neurosci,2011,1
50617,3641286,10.1523/JNEUROSCI.4465-11.2011,FIG,J Neurosci,2011,1
60661,3640307,10.1523/JNEUROSCI.4004-12.2013,FIG,J Neurosci,2013,1
7971,3640263,10.1111/j.1471-4159.2011.07422.x,METHODS,J Neurochem,2011,1
13252,3644313,10.1016/j.jneumeth.2013.01.018,METHODS,J Neurosci Methods,2013,1
12889,3644181,10.1002/aur.172,METHODS,Autism Res,2010,1
9512,3644701,10.1097/YPG.0b013e32835bd5f1,METHODS,Psychiatr Genet,2013,1
9988,3644701,10.1097/YPG.0b013e32835bd5f1,METHODS,Psychiatr Genet,2013,1
10323,3644701,10.1097/YPG.0b013e32835bd5f1,METHODS,Psychiatr Genet,2013,1
48178,3644536,10.1016/j.psyneuen.2012.12.019,DISCUSS,Psychoneuroendocrinology,2013,1
34412,3644525,10.1007/s12021-013-9176-3,DISCUSS,Neuroinformatics,2013,1
9128,3644382,10.1016/j.jneumeth.2013.01.019,METHODS,J Neurosci Methods,2013,1
2234,3637935,10.1097/QAD.0b013e328346269f,INTRO,AIDS,2011,1
11305,3637935,10.1097/QAD.0b013e328346269f,FIG,AIDS,2011,1
8860,3637942,10.1176/appi.ps.000852011,METHODS,Psychiatr Serv,2013,1
10296,3637942,10.1176/appi.ps.000852011,METHODS,Psychiatr Serv,2013,1
3295,3638020,10.1007/s00439-012-1190-2,INTRO,Hum Genet,2012,1
29905,3635688,10.1016/j.neuroimage.2012.07.012,METHODS,Neuroimage,2012,1
8145,3635491,10.1038/ng.2250,INTRO,Nat Genet,2012,1
30286,3635491,10.1038/ng.2250,SUPPL,Nat Genet,2012,1
3750,3635486,10.1097/WNR.0b013e32835c5254,METHODS,Neuroreport,2013,1
38529,3637175,10.1038/nature10406,METHODS,Nature,2011,1
350,3635135,10.1016/j.jegh.2012.06.003,ABSTRACT,J Epidemiol Glob Health,2012,1
85,3647370,10.1037/a0030551,ABSTRACT,Psychol Assess,2012,1
7738,3647370,10.1037/a0030551,METHODS,Psychol Assess,2012,1
6422,3646912,10.1016/j.bbr.2013.02.030,METHODS,Behav Brain Res,2013,1
3205,3648599,10.1097/QAI.0b013e31827ee56c,INTRO,J Acquir Immune Defic Syndr,2013,1
4225,3648599,10.1097/QAI.0b013e31827ee56c,INTRO,J Acquir Immune Defic Syndr,2013,1
5684,3648636,10.1007/s10597-012-9583-1,METHODS,Community Ment Health J,2013,1
19529,3654030,10.1016/j.nlm.2013.03.008,RESULTS,Neurobiol Learn Mem,2013,1
4477,3648808,10.1176/appi.ps.62.6.598,INTRO,Psychiatr Serv,2011,1
6055,3655907,10.1161/HYPERTENSIONAHA.111.00080,METHODS,Hypertension,2013,1
6892,3652326,10.1002/cne.23145,METHODS,J Comp Neurol,2012,1
37897,3655708,10.1038/nn.3236,METHODS,Nat Neurosci,2012,1
44633,3655708,10.1038/nn.3236,METHODS,Nat Neurosci,2012,1
20169,3653031,10.1007/s10461-011-0114-9,DISCUSS,AIDS Behav,2013,1
15574,3652876,10.1177/1087054709332460,DISCUSS,J Atten Disord,2009,1
36913,3653293,10.1016/j.cell.2012.11.022,METHODS,Cell,2012,1
13381,3645926,10.1016/j.pscychresns.2012.06.008,METHODS,Psychiatry Res,2012,1
4653,3654666,10.1021/ac102980g,INTRO,Anal Chem,2010,1
9623,3645852,10.1038/nature08537,INTRO,Nature,2009,1
9623,3645852,10.1038/nature08537,INTRO,Nature,2009,1
9623,3645852,10.1038/nature08537,INTRO,Nature,2009,1
13619,3645852,10.1038/nature08537,INTRO,Nature,2009,1
13619,3645852,10.1038/nature08537,INTRO,Nature,2009,1
15024,3645852,10.1038/nature08537,INTRO,Nature,2009,1
15024,3645852,10.1038/nature08537,INTRO,Nature,2009,1
16701,3645852,10.1038/nature08537,INTRO,Nature,2009,1
22179,3645852,10.1038/nature08537,INTRO,Nature,2009,1
6592,3645851,10.1002/ajmg.b.31068,METHODS,Am J Med Genet B Neuropsychiatr Genet,2010,1
10640,3645851,10.1002/ajmg.b.31068,METHODS,Am J Med Genet B Neuropsychiatr Genet,2010,1
17473,3645844,10.1002/eat.22008,DISCUSS,Int J Eat Disord,2012,1
42475,3664361,10.1016/j.brainres.2009.12.006,METHODS,Brain Res,2009,1
486,3667630,10.1002/da.20919,ABSTRACT,Depress Anxiety,2012,1
12493,3667610,10.1523/JNEUROSCI.0181-11.2011,DISCUSS,J Neurosci,2011,1
8688,3668974,10.1176/appi.ajp.2010.10020233,METHODS,Am J Psychiatry,2010,1
2935,3665414,10.1111/j.1467-7687.2011.01083.x,INTRO,Dev Sci,2011,1
6134,3665700,10.1016/j.psychres.2013.03.011,METHODS,Psychiatry Res,2013,1
11632,3665700,10.1016/j.psychres.2013.03.011,DISCUSS,Psychiatry Res,2013,1
22901,3665271,10.1177/1524839912438749,DISCUSS,Health Promot Pract,2012,1
7351,3665341,10.1176/appi.ajp.2009.09030417,METHODS,Am J Psychiatry,2009,1
35103,3666939,10.1016/j.childyouth.2012.05.007,DISCUSS,Child Youth Serv Rev,2012,1
17040,3666571,10.1038/mp.2009.141,INTRO,Mol Psychiatry,2009,1
31995,3666558,10.1185/03007995.2012.742878,SUPPL,Curr Med Res Opin,2012,1
9883,3664518,10.1523/JNEUROSCI.5732-12.2013,METHODS,J Neurosci,2013,1
45146,3659163,10.1016/j.cell.2012.09.043,FIG,Cell,2012,1
5806,3658611,10.1159/000345940,METHODS,Brain Behav Evol,2013,1
36801,3660042,10.1016/j.cell.2012.12.041,FIG,Cell,2013,1
5338,3659770,10.1111/j.1360-0443.2009.02595.x,METHODS,Addiction,2009,1
8617,3659418,10.1016/j.socscimed.2013.02.006,INTRO,Soc Sci Med,2013,1
106,3657596,10.1007/s00429-013-0503-0,ABSTRACT,Brain Struct Funct,2013,1
106,3657596,10.1007/s00429-013-0503-0,ABSTRACT,Brain Struct Funct,2013,1
3531,3657596,10.1007/s00429-013-0503-0,INTRO,Brain Struct Funct,2013,1
10282,3657596,10.1007/s00429-013-0503-0,METHODS,Brain Struct Funct,2013,1
12029,3657596,10.1007/s00429-013-0503-0,METHODS,Brain Struct Funct,2013,1
17586,3657588,10.1002/mrm.24623,DISCUSS,Magn Reson Med,2013,1
22144,3657588,10.1002/mrm.24623,DISCUSS,Magn Reson Med,2013,1
10482,3660731,10.3758/s13415-011-0083-5,METHODS,Cogn Affect Behav Neurosci,2012,1
16022,3660731,10.3758/s13415-011-0083-5,DISCUSS,Cogn Affect Behav Neurosci,2012,1
7372,3657304,10.1016/j.expneurol.2013.01.021,METHODS,Exp Neurol,2013,1
28202,3661946,10.1097/GIM.0b013e31822c79f9,DISCUSS,Genet Med,2011,1
17438,3661715,10.1002/aur.1276,METHODS,Autism Res,2013,1
6961,4640153,10.1186/s13229-015-0054-8,METHODS,Mol Autism,2015,1
15045,4640153,10.1186/s13229-015-0054-8,METHODS,Mol Autism,2015,1
29501,4640153,10.1186/s13229-015-0054-8,DISCUSS,Mol Autism,2015,1
11715,4639472,10.1007/s11682-015-9392-6,METHODS,Brain Imaging Behav,2015,1
14378,4636775,10.1186/s12864-015-2175-z,METHODS,BMC Genomics,2015,1
19757,3678961,10.1016/j.neuroimage.2012.05.003,METHODS,Neuroimage,2012,1
28851,3678551,10.1002/gepi.21643,METHODS,Genet Epidemiol,2012,1
13325,3672375,10.1162/NECO_a_00465,INTRO,Neural Comput,2013,1
13325,3672375,10.1162/NECO_a_00465,INTRO,Neural Comput,2013,1
11080,3673885,10.1016/j.bbi.2013.04.004,METHODS,Brain Behav Immun,2013,1
11080,3673885,10.1016/j.bbi.2013.04.004,METHODS,Brain Behav Immun,2013,1
18526,3673885,10.1016/j.bbi.2013.04.004,RESULTS,Brain Behav Immun,2013,1
18526,3673885,10.1016/j.bbi.2013.04.004,RESULTS,Brain Behav Immun,2013,1
37989,3673885,10.1016/j.bbi.2013.04.004,DISCUSS,Brain Behav Immun,2013,1
49451,3673885,10.1016/j.bbi.2013.04.004,FIG,Brain Behav Immun,2013,1
4809,3676477,10.1016/j.neuint.2013.01.028,INTRO,Neurochem Int,2013,1
13058,3677161,10.1016/j.cell.2013.03.030,RESULTS,Cell,2013,1
7974,3674876,10.1177/0956797612458803,METHODS,Psychol Sci,2013,1
6585,3677511,10.1016/j.neuroimage.2013.04.060,METHODS,Neuroimage,2013,1
1862,3675889,10.1007/s10488-008-0198-3,INTRO,Adm Policy Ment Health,2008,1
19967,3675889,10.1007/s10488-008-0198-3,DISCUSS,Adm Policy Ment Health,2008,1
7352,3671353,10.1080/19485565.2013.774628,METHODS,Biodemography Soc Biol,2013,1
37486,3671353,10.1080/19485565.2013.774628,FIG,Biodemography Soc Biol,2013,1
10412,3672364,10.1111/gbb.12044,METHODS,Genes Brain Behav,2013,1
12361,3672258,10.1016/j.biopsych.2013.02.008,METHODS,Biol Psychiatry,2013,1
29247,3679896,10.1038/ncomms2527,METHODS,Nat Commun,2013,1
23370,3690975,10.1016/j.neuropsychologia.2013.02.018,METHODS,Neuropsychologia,2013,1
20560,3690657,10.1016/j.neuroimage.2013.02.025,RESULTS,Neuroimage,2013,1
33092,3689007,10.1038/nn.3261,FIG,Nat Neurosci,2012,1
15182,3690164,10.1111/cdev.12069,METHODS,Child Dev,2013,1
16044,3686296,10.1007/s10048-013-0363-z,RESULTS,Neurogenetics,2013,1
29315,3686117,,CONCL,Open Psychiatr J,2010,1
5697,3684963,10.3928/19404921-20081001-03,METHODS,Res Gerontol Nurs,2008,1
773,3685412,10.1002/ajmg.b.31061,INTRO,Am J Med Genet B Neuropsychiatr Genet,2010,1
2208,3685412,10.1002/ajmg.b.31061,INTRO,Am J Med Genet B Neuropsychiatr Genet,2010,1
12096,3683848,10.1016/j.neuroimage.2013.04.018,METHODS,Neuroimage,2013,1
8898,3684181,10.1007/s11682-012-9176-1,METHODS,Brain Imaging Behav,2012,1
9632,3681523,10.1016/j.stem.2013.04.008,RESULTS,Cell Stem Cell,2013,1
28279,3681523,10.1016/j.stem.2013.04.008,DISCUSS,Cell Stem Cell,2013,1
1788,3682219,10.1007/s12021-011-9126-x,INTRO,Neuroinformatics,2012,1
19354,3682219,10.1007/s12021-011-9126-x,INTRO,Neuroinformatics,2012,1
26457,3682219,10.1007/s12021-011-9126-x,DISCUSS,Neuroinformatics,2012,1
4891,3682408,10.1001/archgenpsychiatry.2011.57,METHODS,Arch Gen Psychiatry,2011,1
8552,3682408,10.1001/archgenpsychiatry.2011.57,METHODS,Arch Gen Psychiatry,2011,1
33648,3682408,10.1001/archgenpsychiatry.2011.57,DISCUSS,Arch Gen Psychiatry,2011,1
14466,3682684,10.1038/nrm3314,METHODS,Nat Rev Mol Cell Biol,2012,1
2461,3686871,10.1016/j.bbi.2013.01.087,INTRO,Brain Behav Immun,2013,1
3981,3686566,10.1176/appi.ps.201200087,INTRO,Psychiatr Serv,2013,1
11260,3682657,10.1016/j.neuroimage.2013.04.017,METHODS,Neuroimage,2013,1
6616,3683249,10.1038/nprot.2011.454,INTRO,Nat Protoc,2012,1
9092,3683370,10.1007/s00439-013-1277-4,METHODS,Hum Genet,2013,1
3312,3683382,10.1007/s00439-013-1285-4,INTRO,Hum Genet,2013,1
9040,3683382,10.1007/s00439-013-1285-4,METHODS,Hum Genet,2013,1
20898,3696580,10.1038/ng.2354,METHODS,Nat Genet,2012,1
26123,3696580,10.1038/ng.2354,SUPPL,Nat Genet,2012,1
