paper_offset,pmcid,doi,section,Journal Title,Year,predicted_data_sharing
116980,2826802,10.1111/j.1751-2409.2009.01015.x,INTRO,Soc Issues Policy Rev,2009,1
47651,2826121,10.1016/j.psc.2009.12.003,METHODS,Psychiatr Clin North Am,2010,1
28753,2826173,10.1523/JNEUROSCI.3282-09.2010,RESULTS,J Neurosci,2010,1
3818,2828763,,INTRO,Int J Child Adolesc health,2009,1
11970,2828763,,INTRO,Int J Child Adolesc health,2009,1
16740,2828810,10.1080/09540120701855375,RESULTS,AIDS Care,2008,1
6036,2829727,10.1080/15374410902976312,INTRO,J Clin Child Adolesc Psychol,2009,1
6252,2841567,10.1097/YCO.0b013e3283318e6f,INTRO,Curr Opin Psychiatry,2009,1
37966,2834294,10.1016/j.chembiol.2009.12.016,METHODS,Chem Biol,2010,1
10023,2834564,10.1523/JNEUROSCI.2961-09.2009,METHODS,J Neurosci,2009,1
6389,2832311,10.1021/jm801354e,INTRO,J Med Chem,2009,1
25992,2833107,10.1038/nrn2649,INTRO,Nat Rev Neurosci,2009,1
15601,2837940,10.1016/j.neuroscience.2010.01.023,METHODS,Neuroscience,2010,1
24645,2838474,10.1016/j.pedn.2008.07.011,RESULTS,J Pediatr Nurs,2009,1
37135,2837804,10.2217/nnm.09.71,DISCUSS,Nanomedicine (Lond),2009,1
3697,2835569,10.1523/JNEUROSCI.5032-08.2009,INTRO,J Neurosci,2009,1
36278,2847346,10.1097/QAI.0b013e3181844d57,RESULTS,J Acquir Immune Defic Syndr,2008,1
14454,2847505,10.1016/j.neuroscience.2009.11.005,METHODS,Neuroscience,2009,1
15260,2847505,10.1016/j.neuroscience.2009.11.005,RESULTS,Neuroscience,2009,1
15559,2848916,10.1016/j.neubiorev.2009.10.010,INTRO,Neurosci Biobehav Rev,2009,1
18728,2845974,10.1016/j.yhbeh.2009.05.007,METHODS,Horm Behav,2009,1
2958,2844486,10.1016/j.bbr.2010.02.018,INTRO,Behav Brain Res,2010,1
4949,2851628,10.1523/JNEUROSCI.2451-08.2008,METHODS,J Neurosci,2008,1
8828,2849880,10.1016/j.yhbeh.2010.02.010,METHODS,Horm Behav,2010,1
11062,2852131,10.1097/01.pra.0000348366.34419.28,RESULTS,J Psychiatr Pract,2009,1
9861,2853611,10.2105/AJPH.2008.143446,INTRO,Am J Public Health,2010,1
4884,2856696,10.1097/ACM.0b013e3181cccd12,INTRO,Acad Med,2010,1
6032,2856696,10.1097/ACM.0b013e3181cccd12,INTRO,Acad Med,2010,1
9562,2855163,10.1037/a0016773,INTRO,J Exp Psychol Anim Behav Process,2010,1
12034,2855163,10.1037/a0016773,INTRO,J Exp Psychol Anim Behav Process,2010,1
16355,2855404,10.1016/j.cub.2010.02.032,METHODS,Curr Biol,2010,1
42705,2855749,10.1007/s10508-008-9393-2,RESULTS,Arch Sex Behav,2008,1
12814,2864224,10.1007/s10461-008-9515-9,INTRO,AIDS Behav,2009,1
13995,2864227,10.1146/annurev.clinpsy.032408.153530,CONCL,Annu Rev Clin Psychol,2009,1
50524,2864227,10.1146/annurev.clinpsy.032408.153530,CONCL,Annu Rev Clin Psychol,2009,1
7040,2863356,10.1177/1078390310364428,METHODS,J Am Psychiatr Nurses Assoc,2010,1
27187,2862781,10.1016/j.socscimed.2010.02.013,RESULTS,Soc Sci Med,2010,1
23861,2862794,10.1016/j.neuroimage.2010.03.021,METHODS,Neuroimage,2010,1
25697,2864401,10.1007/s10578-010-0177-2,DISCUSS,Child Psychiatry Hum Dev,2010,1
25697,2864401,10.1007/s10578-010-0177-2,DISCUSS,Child Psychiatry Hum Dev,2010,1
11005,2865898,10.1016/j.neulet.2010.03.006,DISCUSS,Neurosci Lett,2010,1
5427,2865698,10.1037/a0018136,INTRO,Personal Disord,2010,1
16358,2862138,10.1016/j.bbr.2010.03.012,METHODS,Behav Brain Res,2010,1
17248,2860272,10.1016/j.genm.2009.03.002,METHODS,Gend Med,2009,1
5673,2860618,10.1111/j.1471-4159.2010.06588.x,METHODS,J Neurochem,2010,1
20352,2862497,,METHODS,Comput Stat Data Anal,2009,1
18881,2875311,10.1016/j.drugalcdep.2010.01.005,FIG,Drug Alcohol Depend,2010,1
5436,2872549,10.1523/JNEUROSCI.2985-09.2009,METHODS,J Neurosci,2009,1
17147,2872033,10.1016/j.cortex.2009.09.009,METHODS,Cortex,2009,1
34337,2874658,10.1016/j.bmcl.2010.04.015,FIG,Bioorg Med Chem Lett,2010,1
25815,2869196,10.1523/JNEUROSCI.6366-09.2010,RESULTS,J Neurosci,2010,1
31127,2869196,10.1523/JNEUROSCI.6366-09.2010,DISCUSS,J Neurosci,2010,1
10662,2878663,10.1021/jp911527y,METHODS,J Phys Chem B,2010,1
13203,2869248,10.1007/s00213-010-1834-7,METHODS,Psychopharmacology (Berl),2010,1
32363,2869248,10.1007/s00213-010-1834-7,FIG,Psychopharmacology (Berl),2010,1
32552,2869248,10.1007/s00213-010-1834-7,FIG,Psychopharmacology (Berl),2010,1
32764,2869248,10.1007/s00213-010-1834-7,FIG,Psychopharmacology (Berl),2010,1
33011,2869248,10.1007/s00213-010-1834-7,FIG,Psychopharmacology (Berl),2010,1
33213,2869248,10.1007/s00213-010-1834-7,FIG,Psychopharmacology (Berl),2010,1
33418,2869248,10.1007/s00213-010-1834-7,FIG,Psychopharmacology (Berl),2010,1
40763,2868377,10.1037/a0012996,DISCUSS,J Consult Clin Psychol,2009,1
10955,2884277,10.1016/j.nbd.2009.07.014,METHODS,Neurobiol Dis,2009,1
8195,2884273,10.1111/j.1471-4159.2008.05864.x,METHODS,J Neurochem,2009,1
8419,2885957,10.1002/hbm.20858,METHODS,Hum Brain Mapp,2010,1
23907,2885957,10.1002/hbm.20858,RESULTS,Hum Brain Mapp,2010,1
23907,2885957,10.1002/hbm.20858,RESULTS,Hum Brain Mapp,2010,1
40134,2885957,10.1002/hbm.20858,FIG,Hum Brain Mapp,2010,1
33636,2885470,10.1038/cdd.2009.131,METHODS,Cell Death Differ,2009,1
22273,2885541,10.1016/j.expneurol.2010.04.002,METHODS,Exp Neurol,2010,1
25577,2885541,10.1016/j.expneurol.2010.04.002,RESULTS,Exp Neurol,2010,1
26691,2885541,10.1016/j.expneurol.2010.04.002,RESULTS,Exp Neurol,2010,1
27707,2885541,10.1016/j.expneurol.2010.04.002,RESULTS,Exp Neurol,2010,1
28926,2885541,10.1016/j.expneurol.2010.04.002,RESULTS,Exp Neurol,2010,1
47579,2885541,10.1016/j.expneurol.2010.04.002,FIG,Exp Neurol,2010,1
49690,2885541,10.1016/j.expneurol.2010.04.002,FIG,Exp Neurol,2010,1
27663,2885766,10.1176/appi.ajp.2009.08081167,DISCUSS,Am J Psychiatry,2010,1
10913,2887283,10.1016/j.neuroscience.2010.03.037,METHODS,Neuroscience,2010,1
9558,2886721,10.1016/j.physbeh.2010.02.012,METHODS,Physiol Behav,2010,1
12499,2879288,10.1016/j.neulet.2010.03.080,INTRO,Neurosci Lett,2010,1
23649,2883878,10.1080/13811110902835098,DISCUSS,Arch Suicide Res,2009,1
29278,2883013,10.1016/j.jneuroim.2010.03.024,DISCUSS,J Neuroimmunol,2010,1
6070,2894482,10.1021/jm900172f,INTRO,J Med Chem,2009,1
64039,2894482,10.1021/jm900172f,METHODS,J Med Chem,2009,1
69198,2894482,10.1021/jm900172f,SUPPL,J Med Chem,2009,1
4579,2894292,10.1002/cne.22394,METHODS,J Comp Neurol,2010,1
2921,2893583,10.1016/j.tetlet.2010.05.060,INTRO,Tetrahedron Lett,2010,1
8543,2889248,10.1016/j.pbb.2010.04.001,METHODS,Pharmacol Biochem Behav,2010,1
8896,2890261,10.1097/FBP.0b013e328337be7e,METHODS,Behav Pharmacol,2010,1
26421,2889701,10.1037/a0018135,METHODS,Personal Disord,2010,1
2892,2891180,10.1097/OLQ.0b013e3181bf9b2d,INTRO,Sex Transm Dis,2010,1
26122,2892111,,CONCL,CNS Neurol Disord Drug Targets,2010,1
14643,2888922,10.1002/syn.20770,RESULTS,Synapse,2010,1
15048,2888922,10.1002/syn.20770,RESULTS,Synapse,2010,1
17186,2888922,10.1002/syn.20770,RESULTS,Synapse,2010,1
18719,2888922,10.1002/syn.20770,RESULTS,Synapse,2010,1
19700,2888922,10.1002/syn.20770,RESULTS,Synapse,2010,1
21053,2888922,10.1002/syn.20770,RESULTS,Synapse,2010,1
28624,2888833,10.1016/j.neuroimage.2009.12.045,DISCUSS,Neuroimage,2009,1
16967,2888807,10.1080/00224490903015850,INTRO,J Sex Res,2010,1
27363,4612093,10.1084/jem.20151271,METHODS,J Exp Med,2015,1
41469,4612093,10.1084/jem.20151271,METHODS,J Exp Med,2015,1
11098,4612430,10.1186/s13229-015-0048-6,METHODS,Mol Autism,2015,1
8599,4615820,10.3389/fnins.2015.00392,METHODS,Front Neurosci,2015,1
16304,2896874,10.1523/JNEUROSCI.5482-09.2010,METHODS,J Neurosci,2010,1
17985,2896826,10.1097/FPC.0b013e3283163ecd,METHODS,Pharmacogenet Genomics,2009,1
29216,2896264,10.1521/aeap.2010.22.3.252,METHODS,AIDS Educ Prev,2010,1
38895,2896264,10.1521/aeap.2010.22.3.252,METHODS,AIDS Educ Prev,2010,1
28786,2895773,10.1016/j.neuron.2010.05.014,DISCUSS,Neuron,2010,1
48255,2895773,10.1016/j.neuron.2010.05.014,FIG,Neuron,2010,1
10204,2896435,10.1080/13550280902998413,METHODS,J Neurovirol,2009,1
9213,2903641,10.1111/j.1601-183X.2010.00582.x,METHODS,Genes Brain Behav,2011,1
11961,2902623,10.1016/j.neulet.2010.05.032,INTRO,Neurosci Lett,2010,1
7362,2910165,10.1007/s00213-010-1798-7,METHODS,Psychopharmacology (Berl),2010,1
22497,2910165,10.1007/s00213-010-1798-7,DISCUSS,Psychopharmacology (Berl),2010,1
28131,2910525,10.1097/QAI.0b013e3181842570,INTRO,J Acquir Immune Defic Syndr,2008,1
36634,2910915,10.1111/j.1741-3737.2010.00725.x,INTRO,J Marriage Fam,2010,1
8232,2906772,10.1016/j.nbd.2010.04.004,METHODS,Neurobiol Dis,2010,1
53136,2906772,10.1016/j.nbd.2010.04.004,FIG,Neurobiol Dis,2010,1
8240,2907447,10.1016/j.bbr.2010.03.005,INTRO,Behav Brain Res,2010,1
24935,2907464,10.1016/j.semcdb.2010.02.003,INTRO,Semin Cell Dev Biol,2010,1
25234,2905594,10.1523/JNEUROSCI.0693-10.2010,METHODS,J Neurosci,2010,1
3405,2907676,10.1021/jm100148d,INTRO,J Med Chem,2010,1
7047,2907676,10.1021/jm100148d,INTRO,J Med Chem,2010,1
9497,2906112,10.1523/JNEUROSCI.0795-10.2010,METHODS,J Neurosci,2010,1
5285,2908591,10.1016/j.jaac.2010.01.024,INTRO,J Am Acad Child Adolesc Psychiatry,2010,1
19700,2908591,10.1016/j.jaac.2010.01.024,RESULTS,J Am Acad Child Adolesc Psychiatry,2010,1
17831,2908414,10.1080/17470210903091643,METHODS,Q J Exp Psychol (Hove),2010,1
18721,2908414,10.1080/17470210903091643,METHODS,Q J Exp Psychol (Hove),2010,1
16167,2908546,10.1002/ajmg.b.31033,DISCUSS,Am J Med Genet B Neuropsychiatr Genet,2010,1
37664,2920349,10.1111/j.1469-7610.2010.02238.x,DISCUSS,J Child Psychol Psychiatry,2010,1
6121,2915828,10.1097/QAD.0b013e328334f1f0,METHODS,AIDS,2010,1
24912,2916067,10.1016/j.tins.2010.04.001,INTRO,Trends Neurosci,2010,1
11175,2916190,10.1037/a0019709,INTRO,J Abnorm Psychol,2010,1
14894,2914574,10.1111/j.1471-4159.2010.06583.x,METHODS,J Neurochem,2010,1
3438,2917818,10.1016/j.tetlet.2010.06.116,INTRO,Tetrahedron Lett,2010,1
2549,2921011,10.1111/j.1601-183X.2010.00588.x,INTRO,Genes Brain Behav,2010,1
7621,2921030,10.1016/j.bmc.2010.04.005,METHODS,Bioorg Med Chem,2010,1
15322,2914185,10.1016/j.autneu.2010.03.003,METHODS,Auton Neurosci,2010,1
14566,2913317,10.1016/j.pscychresns.2010.04.016,METHODS,Psychiatry Res,2010,1
17713,2921706,10.1523/JNEUROSCI.1159-10.2010,RESULTS,J Neurosci,2010,1
59482,2921595,10.1111/j.1469-7610.2010.02230.x,INTRO,J Child Psychol Psychiatry,2010,1
11524,2913703,10.1016/j.neurobiolaging.2008.07.014,METHODS,Neurobiol Aging,2008,1
15978,2921714,10.3928/00485713-20081201-10,INTRO,Psychiatr Ann,2008,1
18756,2921714,10.3928/00485713-20081201-10,INTRO,Psychiatr Ann,2008,1
28790,2929390,10.1016/j.neuron.2010.07.016,RESULTS,Neuron,2010,1
32527,2925172,10.1146/annurev.genom.9.081307.164242,CONCL,Annu Rev Genomics Hum Genet,2009,1
12394,2922991,10.1037/a0018193,COMP_INT,Psychol Bull,2010,1
15141,2924588,10.1007/s10461-009-9587-1,METHODS,AIDS Behav,2009,1
1997,2937197,10.1007/s10461-008-9480-3,INTRO,AIDS Behav,2008,1
25898,2939175,10.1111/j.1528-1167.2010.02672.x,FIG,Epilepsia,2010,1
12165,2939227,10.1007/s12160-010-9202-8,METHODS,Ann Behav Med,2010,1
7673,2935200,10.1136/sti.2009.035758,METHODS,Sex Transm Infect,2009,1
42009,2940934,10.1080/15374410802575313,DISCUSS,J Clin Child Adolesc Psychol,2009,1
7807,2936266,10.1016/j.cct.2010.04.004,METHODS,Contemp Clin Trials,2010,1
13847,2937207,10.1111/j.1468-1293.2009.00818.x,RESULTS,HIV Med,2010,1
6223,2930197,10.1016/j.biopsych.2010.04.024,METHODS,Biol Psychiatry,2010,1
12153,2930779,10.1039/c001552k,METHODS,Lab Chip,2010,1
44900,2930815,10.1016/j.cell.2010.06.018,FIG,Cell,2010,1
37535,2931365,10.1111/j.1471-6402.2010.01584.x,DISCUSS,Psychol Women Q,2010,1
18253,2931586,10.1097/ACM.0b013e3181c482cb,CONCL,Acad Med,2010,1
22809,2931586,10.1097/ACM.0b013e3181c482cb,CONCL,Acad Med,2010,1
22809,2931586,10.1097/ACM.0b013e3181c482cb,CONCL,Acad Med,2010,1
11694,2935183,10.1111/j.1467-985X.2009.00585.x,METHODS,J R Stat Soc Ser A Stat Soc,2009,1
40950,2933940,10.1080/13546801003711350,DISCUSS,Cogn Neuropsychiatry,2010,1
80,2943056,10.1016/j.neulet.2010.08.018,ABSTRACT,Neurosci Lett,2010,1
10502,2943056,10.1016/j.neulet.2010.08.018,RESULTS,Neurosci Lett,2010,1
17753,2943056,10.1016/j.neulet.2010.08.018,FIG,Neurosci Lett,2010,1
28725,2945226,10.1126/scitranslmed.3000447,FIG,Sci Transl Med,2010,1
44658,2949486,10.1016/j.neuroscience.2010.08.002,DISCUSS,Neuroscience,2010,1
14577,2949073,10.2217/fvl.10.34,INTRO,Future Virol,2010,1
25360,2949073,10.2217/fvl.10.34,INTRO,Future Virol,2010,1
29588,2949073,10.2217/fvl.10.34,INTRO,Future Virol,2010,1
3965,2951742,10.1002/cmdc.201000186,INTRO,ChemMedChem,2010,1
6890,2951482,10.1111/j.1750-3639.2010.00414.x,METHODS,Brain Pathol,2010,1
10217,2950911,10.1038/hdy.2010.85,METHODS,Heredity (Edinb),2010,1
9024,2947338,10.1177/0969733010364581,METHODS,Nurs Ethics,2010,1
30510,2948796,10.1016/j.neuron.2010.08.006,METHODS,Neuron,2010,1
12592,2948545,10.1016/j.nurt.2010.08.001,INTRO,Neurotherapeutics,2010,1
8392,2948055,10.1177/1359105310364174,METHODS,J Health Psychol,2010,1
14826,2945384,10.1007/978-3-642-13443-2_9,RESULTS,Handb Exp Pharmacol,2011,1
14826,2945384,10.1007/978-3-642-13443-2_9,RESULTS,Handb Exp Pharmacol,2011,1
17497,2943489,10.1016/j.bbagen.2010.06.007,RESULTS,Biochim Biophys Acta,2010,1
36091,2955516,10.1007/s00894-009-0498-x,METHODS,J Mol Model,2009,1
6501,2952839,10.1016/j.neuroimage.2010.02.069,INTRO,Neuroimage,2010,1
27001,2952839,10.1016/j.neuroimage.2010.02.069,RESULTS,Neuroimage,2010,1
25004,2952448,10.1016/j.neuroscience.2010.07.038,FIG,Neuroscience,2010,1
27038,2957884,10.1021/jm100765u,METHODS,J Med Chem,2010,1
89,2957676,10.1016/S0076-6879(09)68003-4,ABSTRACT,Methods Enzymol,2009,1
6528,2957676,10.1016/S0076-6879(09)68003-4,INTRO,Methods Enzymol,2009,1
2783,2963448,10.1523/JNEUROSCI.3388-10.2010,METHODS,J Neurosci,2010,1
131,2963470,10.1002/cne.22486,ABSTRACT,J Comp Neurol,2010,1
4783,2963470,10.1002/cne.22486,INTRO,J Comp Neurol,2010,1
21979,2963470,10.1002/cne.22486,RESULTS,J Comp Neurol,2010,1
23309,2963470,10.1002/cne.22486,RESULTS,J Comp Neurol,2010,1
23309,2963470,10.1002/cne.22486,RESULTS,J Comp Neurol,2010,1
30500,2963470,10.1002/cne.22486,DISCUSS,J Comp Neurol,2010,1
35319,2963470,10.1002/cne.22486,DISCUSS,J Comp Neurol,2010,1
35319,2963470,10.1002/cne.22486,DISCUSS,J Comp Neurol,2010,1
20989,2956612,10.1016/j.str.2010.07.007,RESULTS,Structure,2010,1
24949,2956612,10.1016/j.str.2010.07.007,DISCUSS,Structure,2010,1
28935,2956612,10.1016/j.str.2010.07.007,DISCUSS,Structure,2010,1
3866,2956485,10.1523/JNEUROSCI.3264-10.2010,METHODS,J Neurosci,2010,1
34995,2964437,10.1016/j.yfrne.2010.06.004,INTRO,Front Neuroendocrinol,2010,1
21477,2970648,10.1037/a0020198,METHODS,J Exp Psychol Gen,2010,1
30378,2970648,10.1037/a0020198,METHODS,J Exp Psychol Gen,2010,1
36907,2970648,10.1037/a0020198,METHODS,J Exp Psychol Gen,2010,1
44832,2970648,10.1037/a0020198,METHODS,J Exp Psychol Gen,2010,1
54141,2970648,10.1037/a0020198,METHODS,J Exp Psychol Gen,2010,1
54141,2970648,10.1037/a0020198,METHODS,J Exp Psychol Gen,2010,1
61458,2970648,10.1037/a0020198,METHODS,J Exp Psychol Gen,2010,1
64758,2970648,10.1037/a0020198,METHODS,J Exp Psychol Gen,2010,1
6290,2967781,10.1111/j.1468-5906.2008.00437.x,INTRO,J Sci Study Relig,2008,1
22288,2976485,10.1053/j.gastro.2009.09.055,DISCUSS,Gastroenterology,2009,1
25355,2972310,10.1523/JNEUROSCI.1752-10.2010,RESULTS,J Neurosci,2010,1
7592,2981797,10.1310/hct1101-59,METHODS,HIV Clin Trials,2010,1
14239,2975897,10.1002/da.20739,DISCUSS,Depress Anxiety,2010,1
9267,2974945,10.1016/j.jneumeth.2010.05.017,METHODS,J Neurosci Methods,2010,1
12593,2975805,10.1111/j.1601-183X.2010.00633.x,METHODS,Genes Brain Behav,2010,1
19300,2975780,10.1007/s10461-010-9720-1,DISCUSS,AIDS Behav,2010,1
7043,2996887,10.1002/cm.20487,METHODS,Cytoskeleton (Hoboken),2010,1
11684,2989410,10.1167/10.11.28,METHODS,J Vis,2010,1
15076,2997883,10.1016/j.heares.2010.10.008,RESULTS,Hear Res,2010,1
17624,2997883,10.1016/j.heares.2010.10.008,RESULTS,Hear Res,2010,1
17901,2997883,10.1016/j.heares.2010.10.008,RESULTS,Hear Res,2010,1
17992,2997883,10.1016/j.heares.2010.10.008,RESULTS,Hear Res,2010,1
21388,2997883,10.1016/j.heares.2010.10.008,DISCUSS,Hear Res,2010,1
21388,2997883,10.1016/j.heares.2010.10.008,DISCUSS,Hear Res,2010,1
24366,2997883,10.1016/j.heares.2010.10.008,FIG,Hear Res,2010,1
24721,2997883,10.1016/j.heares.2010.10.008,FIG,Hear Res,2010,1
23393,2987635,10.1016/j.stem.2010.09.014,FIG,Cell Stem Cell,2010,1
6081,2987620,10.1016/j.yhbeh.2008.11.001,INTRO,Horm Behav,2008,1
6081,2987620,10.1016/j.yhbeh.2008.11.001,INTRO,Horm Behav,2008,1
6919,2987620,10.1016/j.yhbeh.2008.11.001,INTRO,Horm Behav,2008,1
37448,2987620,10.1016/j.yhbeh.2008.11.001,DISCUSS,Horm Behav,2008,1
68769,2997193,10.1016/j.drugalcdep.2010.06.014,FIG,Drug Alcohol Depend,2010,1
36646,2991143,10.1523/JNEUROSCI.1784-10.2010,RESULTS,J Neurosci,2010,1
7933,2991092,10.1097/QAD.0b013e32833ac623,METHODS,AIDS,2010,1
27285,2994721,10.3109/13550281003735709,DISCUSS,J Neurovirol,2010,1
44092,3010320,10.1016/j.ijdevneu.2010.08.007,INTRO,Int J Dev Neurosci,2010,1
7369,3010297,10.1016/j.neurobiolaging.2010.07.020,METHODS,Neurobiol Aging,2010,1
38217,3013614,10.1016/j.neuron.2010.11.008,METHODS,Neuron,2010,1
27771,3008317,10.1111/j.1460-9568.2010.07213.x,DISCUSS,Eur J Neurosci,2010,1
4308,3007669,10.1521/pedi.2010.24.6.721,INTRO,J Pers Disord,2010,1
20414,2998232,10.1037/a0018479,DISCUSS,Psychol Serv,2010,1
8621,3000315,10.1037/a0021556,METHODS,Behav Neurosci,2010,1
12290,3004528,10.1016/j.neuron.2010.10.009,INTRO,Neuron,2010,1
6246,3005076,10.1016/j.meegid.2010.10.016,METHODS,Infect Genet Evol,2010,1
2798,3002226,10.1007/s12126-010-9053-4,INTRO,Ageing Int,2010,1
10423,3002226,10.1007/s12126-010-9053-4,DISCUSS,Ageing Int,2010,1
24274,2998237,,CONCL,Mind Brain,2010,1
7259,4619623,10.1371/journal.pone.0141326,METHODS,PLoS One,2015,1
22556,4619623,10.1371/journal.pone.0141326,RESULTS,PLoS One,2015,1
45949,3022516,10.1016/j.cell.2010.11.020,FIG,Cell,2010,1
19509,3021978,10.1016/j.bbr.2010.11.005,METHODS,Behav Brain Res,2010,1
13538,3021798,10.1038/nature09146,METHODS,Nature,2010,1
5480,3024443,10.1007/s10461-010-9834-5,INTRO,AIDS Behav,2011,1
9611,3024443,10.1007/s10461-010-9834-5,METHODS,AIDS Behav,2011,1
15396,3026916,10.1111/j.1755-5949.2010.00203.x,INTRO,CNS Neurosci Ther,2010,1
16257,3026916,10.1111/j.1755-5949.2010.00203.x,INTRO,CNS Neurosci Ther,2010,1
6578,3025488,10.1016/j.neuropsychologia.2008.12.029,METHODS,Neuropsychologia,2008,1
7714,3021417,10.1097/QAI.0b013e3181a28121,METHODS,J Acquir Immune Defic Syndr,2009,1
34323,3018741,10.1146/annurev.clinpsy.121208.131208,INTRO,Annu Rev Clin Psychol,2010,1
3922,3018753,10.1080/15295192.2010.492038,INTRO,Parent Sci Pract,2010,1
38665,3014380,10.1016/j.nbd.2010.09.016,DISCUSS,Neurobiol Dis,2010,1
22381,3016049,10.1080/19371911003748174,INTRO,Soc Work Public Health,2010,1
17325,3015088,10.1007/s11121-009-0129-x,METHODS,Prev Sci,2009,1
3898,3017637,10.1111/j.1601-183X.2010.00640.x,METHODS,Genes Brain Behav,2010,1
3898,3017637,10.1111/j.1601-183X.2010.00640.x,METHODS,Genes Brain Behav,2010,1
3898,3017637,10.1111/j.1601-183X.2010.00640.x,METHODS,Genes Brain Behav,2010,1
31591,3039108,10.1016/j.bbi.2010.11.005,METHODS,Brain Behav Immun,2010,1
2782,3040101,10.1017/S0033291710000450,INTRO,Psychol Med,2010,1
15108,3040100,10.1097/CHI.0b013e31819a1cbc,METHODS,J Am Acad Child Adolesc Psychiatry,2009,1
40016,3038186,10.1016/j.brainres.2010.10.099,METHODS,Brain Res,2010,1
5996,3030671,10.1021/bi101334j,METHODS,Biochemistry,2010,1
4973,3032041,10.1111/j.1475-6773.2010.01195.x,INTRO,Health Serv Res,2011,1
51646,3034779,10.1016/j.pneurobio.2010.11.006,INTRO,Prog Neurobiol,2010,1
19374,3033597,10.1002/jez.605,DISCUSS,J Exp Zool A Ecol Genet Physiol,2010,1
7112,3029491,10.1007/s10461-010-9796-7,METHODS,AIDS Behav,2011,1
7112,3029491,10.1007/s10461-010-9796-7,METHODS,AIDS Behav,2011,1
7996,3032823,10.1017/S1461145710000489,METHODS,Int J Neuropsychopharmacol,2010,1
10417,3032979,10.1016/j.str.2010.11.008,RESULTS,Structure,2011,1
10417,3032979,10.1016/j.str.2010.11.008,RESULTS,Structure,2011,1
2442,3033465,10.1016/j.neuropharm.2010.09.021,INTRO,Neuropharmacology,2010,1
17384,3052691,10.1016/j.cell.2010.11.032,RESULTS,Cell,2010,1
17384,3052691,10.1016/j.cell.2010.11.032,RESULTS,Cell,2010,1
19044,3052691,10.1016/j.cell.2010.11.032,RESULTS,Cell,2010,1
44654,3052691,10.1016/j.cell.2010.11.032,FIG,Cell,2010,1
3612,3052852,10.1086/598503,INTRO,Clin Infect Dis,2009,1
29894,3051004,10.1016/j.tvjl.2010.03.022,CONCL,Vet J,2010,1
36915,3051411,10.1037/a0021269,DISCUSS,Dev Psychol,2011,1
913,3042258,10.1080/00223891.2010.481986,INTRO,J Pers Assess,2010,1
10081,3042601,10.1038/nature09534,RESULTS,Nature,2010,1
40028,3045805,10.1146/annurev.pathol.3.121806.151529,INTRO,Annu Rev Pathol,2009,1
12476,3045816,,INTRO,Curr Neurol Neurosci Rep,2009,1
5955,3045821,10.1007/s10495-009-0347-5,INTRO,Apoptosis,2009,1
7417,3045821,10.1007/s10495-009-0347-5,INTRO,Apoptosis,2009,1
8555,3045821,10.1007/s10495-009-0347-5,INTRO,Apoptosis,2009,1
24198,3045821,10.1007/s10495-009-0347-5,INTRO,Apoptosis,2009,1
24387,3044645,10.1017/S1355617710001396,INTRO,J Int Neuropsychol Soc,2010,1
19601,3057494,10.1080/13691058.2010.528032,RESULTS,Cult Health Sex,2011,1
9825,3058539,10.1038/nature09190,INTRO,Nature,2010,1
9825,3058539,10.1038/nature09190,INTRO,Nature,2010,1
26596,3058539,10.1038/nature09190,SUPPL,Nature,2010,1
5576,3058507,10.1007/s11910-010-0122-6,INTRO,Curr Neurol Neurosci Rep,2010,1
6534,3058374,10.1158/1940-6207.CAPR-10-0238,INTRO,Cancer Prev Res (Phila),2010,1
2693,3058422,10.1126/science.1197410,INTRO,Science,2010,1
27210,3057054,10.1002/gepi.20549,DISCUSS,Genet Epidemiol,2010,1
9274,3056892,10.1016/j.physbeh.2010.12.011,METHODS,Physiol Behav,2010,1
8619,3062753,10.1517/17425247.2011.559457,INTRO,Expert Opin Drug Deliv,2011,1
20941,3059387,10.1016/j.neuroscience.2011.01.042,METHODS,Neuroscience,2011,1
25531,3059387,10.1016/j.neuroscience.2011.01.042,RESULTS,Neuroscience,2011,1
27150,3059387,10.1016/j.neuroscience.2011.01.042,RESULTS,Neuroscience,2011,1
59147,3059387,10.1016/j.neuroscience.2011.01.042,FIG,Neuroscience,2011,1
62657,3059387,10.1016/j.neuroscience.2011.01.042,FIG,Neuroscience,2011,1
23914,3059739,10.1016/j.socscimed.2010.10.012,METHODS,Soc Sci Med,2010,1
29110,3059739,10.1016/j.socscimed.2010.10.012,RESULTS,Soc Sci Med,2010,1
22573,3059080,10.1037/a0021414,RESULTS,Psychol Addict Behav,2010,1
20351,3058721,10.1016/j.jmb.2010.11.020,SUPPL,J Mol Biol,2010,1
10046,3058767,10.1111/j.1600-0684.2010.00447.x,METHODS,J Med Primatol,2010,1
27676,3058850,10.1111/j.1749-6632.2010.05826.x,INTRO,Ann N Y Acad Sci,2010,1
646,3058929,10.1071/SH09121,ABSTRACT,Sex Health,2010,1
646,3058929,10.1071/SH09121,ABSTRACT,Sex Health,2010,1
8064,3058929,10.1071/SH09121,METHODS,Sex Health,2010,1
8064,3058929,10.1071/SH09121,METHODS,Sex Health,2010,1
8064,3058929,10.1071/SH09121,METHODS,Sex Health,2010,1
13327,3058929,10.1071/SH09121,RESULTS,Sex Health,2010,1
13327,3058929,10.1071/SH09121,RESULTS,Sex Health,2010,1
